Tango;{Accordion|Double bass|Guitar|Piano|Violin|Human voice|Bandoneon};{Polka|Candombe|Zarzuela|Tango (flamenco)|Contradanza|Milonga (music)|Payada|Waltz (music)}
Tango (flamenco);NULL;NULL
Tango music;{Double bass|Flute|Guitar|Piano|Violin|Bandoneon};{Flamenco|Polka|Candombe|Mazurka|Contradanza|Milonga (music)|Country dance}
Taqtuqa;NULL;NULL
Taqwacore;{Drum kit|Guitar|Bass (instrument)};{Punk rock|Taqwa}
Tarana;NULL;NULL
Tatar rock;NULL;NULL
Tech house;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)};{House music|Deep house|Minimal techno|Techno}
Tech noire;{Electronic musical instrument|Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)|Tape loop|Found object};{Punk rock|Noise music|Industrial music|Dada|Electronic music|Musique concrète|Fluxus|Performance art}
Tech trance;{Drum machine|Music sequencer|Synthesizer|Sampler (musical instrument)};{Trance music|Techno}
Techdombe;{Percussion instrument|Personal computer|Modular synthesizer};{Candombe|Minimal techno|Techno}
Technical death metal;{Bass guitar|Drum kit|Keyboard instrument|Singing|Electric guitar};{Death metal|Progressive metal|Avant-garde metal}
Techno;NULL;{House music|Synthpop|Electronic body music|Detroit techno|Chicago house|Electro (music)|Hi-NRG|Italo disco|Acid house|New Beat}
Techstep;{Drum machine|Keyboard instrument|Music sequencer|Laptop|Synthesizer|Sampler (musical instrument)};{Drum and bass|House music|Darkcore|Hardstep|2-step garage|Techno|Tech noir}
Tecno brega;{Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)};{Pop music|Techno|Brega (music)}
Teen pop;NULL;{Bubblegum pop|Synthpop|Swing music|Electropop|Pop punk|Dance-pop|Pop rock|Country pop|Contemporary R&B|Pop-rap|Hip hop music}
Tejano music;{Accordion|Bass guitar|Drum kit|Piano|Saxophone|Keyboard instrument|Singing|Synthesizer|Musical instrument|Electric guitar|Bajo sexto};{Blues|Country music|Funk|Pop music|Rock music|Polka|Mariachi|Ranchera|Norteño (music)|Contemporary R&B|Jazz|Conjunto|Mexican cumbia}
Tembang Sunda;NULL;NULL
Texas blues;{Bass guitar|Drum kit|Keyboard instrument|Electric guitar};{Blues|Swing music|Rockabilly|Country blues|British blues|Jazz}
Texas country music;{Dobro|Banjo|Bass guitar|Harmonica|Mandolin|Piano|Percussion instrument|Acoustic guitar|Electric guitar|Fiddle|Steel guitar};{Country music|Outlaw country}
Thai pop music;{Bass guitar|Drum kit|Guitar|Keyboard instrument|Singing|Synthesizer};{Pop music|Rock music|Rhythm and blues|Surf music|Dance music}
The Chopstars;Phonograph;Hip hop
Third stream;{Jazz|Classical music};{Jazz|Classical music}
Thrash metal;{Bass guitar|Drum kit|Singing|Electric guitar|Rhythm guitar|Lead guitar};{Speed metal|Hardcore punk|New Wave of British Heavy Metal}
Thrashcore;{Bass guitar|Drum kit|Singing|Electric guitar};{Punk rock|Hardcore punk|Blast beat}
Tierra Caliente music;NULL;NULL
Timba;Piano;Son (music)
Time Lord rock;{Bass guitar|Drum kit|Guitar|Keyboard instrument|Singing};{Alternative rock|Wizard rock|Geek rock}
Toeshey;NULL;NULL
Togaku;NULL;NULL
Tonadilla;NULL;NULL
Tonás;NULL;NULL
Top R&B/Hip-Hop Albums;NULL;NULL
Township music;{Double bass|Drum kit|Saxophone|Trumpet|Violin|Tin whistle|Electric guitar|Concertina};South African jazz
Traditional Gaelic music;{Accordion|Bagpipes|Acoustic guitar|Bodhrán};NULL
Traditional black gospel;NULL;{Blues|Spiritual (music)|Hymn}
Traditional bluegrass;{Dobro|Banjo|Double bass|Mandolin|Acoustic guitar|Bluegrass fiddle};{Blues|Old-time music|Jazz|Folk music of England|African-American music|Appalachian music|Folk music of Ireland|Scottish folk music|String band}
Traditional heavy metal;{Bass guitar|Drum|Keyboard instrument|Sitar|Singing|Electric guitar|Fuzz bass};{Psychedelic rock|Blues rock}
Traditional pop music;{Clarinet|Double bass|Drum kit|Piano|Saxophone|Trombone|Trumpet|Keyboard instrument|Singing|Electric guitar|String section|Steel-string acoustic guitar};{Folk music|Swing music|Broadway theatre}
Trallpunk;Singing;{Punk rock|Melodic hardcore}
Trance music;{Drum machine|Keyboard instrument|Music sequencer|Digital audio workstation|Synthesizer|Sampler (musical instrument)|Roland TR-909|Roland JP-8000};{House music|Pop music|Ambient music|Tech house|Hardcore (electronic dance music genre)|Chill-out music|Acid house|Techno|Film score|Classical music}
Trap music;{Brass instrument|Percussion instrument|Woodwind instrument|Drum machine|Keyboard instrument|String instrument|Music sequencer|Digital audio workstation|Synthesizer|Sampler (musical instrument)};{Southern hip hop|Hardcore hip hop|Crunk}
Tribal house;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)};{House music|South America|Deep house|Africa}
Trip hop;{Bass guitar|Brass instrument|Drum kit|Guitar|Percussion instrument|Saxophone|String instrument|Western concert flute|Synthesizer|Sampler (musical instrument)|Turntablism|Musical keyboard};{Funk|Ambient music|Soul music|Breakbeat|Alternative rock|Dub music|Downtempo|Lounge music|Minimal music|Chill-out music|Contemporary R&B|Hip hop music|Acid house|Electronic music|Jazz|Psychedelic music}
Tropical house;NULL;{House music|Dancehall|Deep house}
Tropicália;NULL;{Psychedelic rock|Samba|Fado|Bossa nova|Acid rock|Pop rock|Samba rock|Baroque pop|Psychedelic pop|Pop art|Afoxê|Marchinha|Baião (music)|Frevo|Manifesto Antropófago}
Tropipop;{Accordion|Bass guitar|Drum kit|Singing|Acoustic guitar|Electric guitar|Latin percussion};{Funk|Pop music|Salsa music|Merengue music|Vallenato|Pop rock|Latin pop|Music of Colombia}
Tropotianka;NULL;NULL
Tsugaru-jamisen;Shamisen;Min'yō
Tswana music;NULL;NULL
Tumba (music);NULL;NULL
Tumba francesa;NULL;Afro-Haitians
Turbo-folk;{Accordion|Bass guitar|Clarinet|Percussion instrument|Trumpet|Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Electric guitar|Sampler (musical instrument)|Fiddle|Folk instrument|Šargija};{Pop music|Jazz fusion|Dance-pop|Eurodance|Arabesque (Turkish music)|Balkan brass music|Music of the Republic of Macedonia|Music of Serbia}
Twoubadou;{Accordion|Banjo|Bass guitar|Güiro|Acoustic guitar|Beatboxing|Maraca|Tanbou|Lamellophone};Méringue
UK funky;{Drum machine|Music sequencer|Personal computer|Sampler (musical instrument)|Turntablism};{Afrobeat|Soca music|Dancehall|Deep house|Broken beat|Tribal house|Electro house|UK garage}
UK garage;NULL;{Oldschool jungle|Contemporary R&B|Garage music (US garage)}
UK hard house;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)};{House music|Breakbeat hardcore|Hardcore (electronic dance music genre)|Hi-NRG|Hardbag|Acid house}
UK hardcore;{Drum machine|Music sequencer|Singing|Synthesizer|Sampler (musical instrument)|Software synthesizer};{Trance music|Happy hardcore|4-beat|Hardcore (electronic dance music genre)|Bouncy techno|Mákina|Eurodance}
Ukrainian metal;{Bass guitar|Drum kit|Singing|Electric guitar};Heavy metal music
Unblack metal;NULL;{Black metal|Christian metal}
Uplifting trance;{Drum machine|Music sequencer|Synthesizer|Sampler (musical instrument)|Roland JP-8000};{Trance music|Balearic beat}
Urban Pasifika;NULL;NULL
Urban champeta;NULL;NULL
Urban contemporary gospel;NULL;{Contemporary Christian music|Traditional black gospel|Urban contemporary}
Uruguayan Carnival;NULL;NULL
Uruguayan punk;NULL;NULL
Uruguayan rock;NULL;NULL
V-pop;NULL;{Pop music|Rock music|Rhythm and blues|J-pop|Hip hop music|Techno|Ballad|Rapping|K-pop|Adult contemporary music}
VIA music;{Folk music|Guitar|Keyboard instrument};{Disco|Folk music|Pop music|Rock music|Art rock|Traditional pop music|Synthpop|Folk rock|Beat music|Music of Russia}
Vallenato-salsa;NULL;NULL
Vaporwave;{Audacity (audio editor)|FL Studio|Ableton Live|Sound Forge|Programming (music)|Sampler (musical instrument)};{Funk|Ambient music|J-pop|Lounge music|Dance-pop|New-age music|Smooth jazz|Chopped and screwed|Contemporary R&B|Nu-disco|Chillwave|Cyberpunk|Elevator music|Punk ideologies|Plunderphonics}
Vaudeville in the Philippines;Singing;Philippine folk music
Ver (music);NULL;NULL
Verdiales;NULL;NULL
Verso (music);NULL;NULL
Vesnianky;NULL;NULL
Viking metal;{Bass guitar|Drum kit|Keyboard instrument|Electric guitar|Folk instrument|Nordic folk music};{Black metal|Folk metal|Nordic folk music|Sea shanty}
Viking rock;NULL;{Folk music|Rockabilly|Oi!|Street punk}
Vishnupada;NULL;NULL
Vispop;NULL;NULL
Visual kei;Singing;{Heavy metal music|Punk rock|Glam rock}
Vocal trance;{Drum machine|Keyboard instrument|Music sequencer|Singing|Acoustic guitar};{Pop music|Trance music|Eurodance|Techno}
Wagnerian rock;{Bass guitar|Drum kit|Piano|Keyboard instrument|Singing|Acoustic guitar|Synthesizer|Electric guitar};{Blues|Country music|Folk music|Rock and roll|Rhythm and blues|Soul music|Electric blues|Wall of Sound|Jazz|Opera|Richard Wagner}
Waka music;NULL;NULL
Wall of Sound;NULL;NULL
Wangga;Indigenous Australian music;Folk music
Wassoulou music;NULL;NULL
Were music;NULL;NULL
West Coast blues;{Guitar|Piano};{Blues|Jump blues|Twelve-bar blues}
West Coast hip hop;{Rapping|Drum machine|Synthesizer|Sampler (musical instrument)|Bass (sound)};{Funk|Soul music|Electro (music)|Contemporary R&B|Hip hop music}
West Coast jazz;NULL;{Bebop|Swing music|Classical music}
Western music (North America);{Banjo|Double bass|Guitar|Harmonica|Mandolin|Piano|Fiddle|Steel guitar};Folk music
Western swing;NULL;{Blues|Folk music|Swing music|Western music (North America)|Dixieland|String band}
Whittington chimes;NULL;NULL
Witch house (music genre);{Drum machine|Music sequencer|Synthesizer|Sampler (musical instrument)};{House music|Noise music|Industrial music|Gothic rock|Synthpop|Shoegazing|Ghetto house|Drone music|Chopped and screwed|Trap music|Hip hop}
Wizard rock;{Bass guitar|Drum kit|Guitar|Keyboard instrument|Singing};Harry Potter
Wong shadow;{Bass guitar|Drum kit|Drum machine|Singing|Acoustic guitar|Synthesizer|Electric guitar};{Country music|Rhythm and blues|Garage rock|Rockabilly|Surf music|Exotica|Beat music|Film score}
Wonky (music);{Phonograph|Music sequencer|Digital audio workstation|Personal computer};{Intelligent dance music|Chiptune|G-funk|Glitch (music)|Crunk|Electro (music)|Broken beat|Grime music|Dubstep|Hip hop music|Techno|Jazz}
Wonky pop;{Bass guitar|Drum kit|Keyboard instrument|Singing|Programming (music)|Synthesizer|Electric guitar};{New wave music|Synthpop|Dance-pop|Dance-punk|Post-punk revival|Alternative hip hop}
World music;{Folk music|Percussion instrument|String instrument|Contemporary classical music|Acoustic guitar|Synthesizer|Wind instrument|Musical instrument|Electric guitar|Musical keyboard|Mbira};NULL
Worldbeat;{Drum kit|Percussion instrument};{Afrobeat|Folk music|Pop music|Rock music|World music|Indie rock|Highlife|Jazz}
Xhosa music;NULL;NULL
Xintianyou;NULL;NULL
Yass (music);NULL;NULL
Yeongsan hoesang;NULL;NULL
NULL;{Old time fiddle|Banjo|Guitar};{Gospel music|Music of Africa|Minstrel show|Music of the United Kingdom|Tin Pan Alley|Appalachian music}
Yo-pop;NULL;NULL
Youth crew;{Bass guitar|Drum kit|Singing|Electric guitar};{Hardcore punk|Metalcore|Melodic hardcore|Crossover thrash|Straight edge}
Yu-Mex;NULL;NULL
Yé-yé;{Bass guitar|Drum|Keyboard instrument|Singing|Electric guitar|String section};{Rock and roll|Rhythm and blues|Traditional pop music|Beat music|Girl group|Jazz|Chanson}
Yürük semai;NULL;NULL
Zamrock;NULL;NULL
Zeelaf;NULL;NULL
Zemirot;NULL;NULL
Zeuhl;{Bass guitar|Drum kit|Guitar|Piano|Synthesizer};{Art rock|Progressive rock|Jazz fusion|Experimental rock|Opera|Rock in Opposition}
Ziglibithy;NULL;NULL
Zindalii;NULL;NULL
Zoblazo;NULL;{Zouk|Dance music}
Zoti;NULL;NULL
Zouglou;NULL;Zouk
Zouk;{Zouk|Gwo ka|Bélé|Bass guitar|Guitar|Drum machine|Synthesizer|Maraca|Boula (music)|List of Caribbean idiophones|Brass section};{Biguine|Compas|Cadence rampa|Gwo ka|Cadence-lypso|Bélé}
Zydeco;{Accordion|Bass guitar|Drum kit|Guitar|Fiddle|Washboard (musical instrument)|Vest frottoir};{African Americans|Blues|Cajun music|Jazz|Creole music}
Écossaise;NULL;NULL
Čalgija;NULL;NULL
Čoček;NULL;NULL
