nome;genero
Thunderstorm (band);Doom metal
Thunderthighs;NULL
Thurisaz (band);{Black metal|Death metal|Doom metal}
Thurman (band);{Glam rock|Britpop|Indie rock}
Thursday's Page;{Indie rock|Alternative rock}
Thursday (band);{Emo|Screamo|Post-hardcore}
Thus Owls;Indie pop
Thy Art Is Murder;Deathcore
Thy Catafalque;{Black metal|Avant-garde metal}
Thy Disease;{Death metal|Industrial metal}
Thy Majestie;{Power metal|Symphonic metal}
Thy Will Be Done;{Metalcore|Groove metal}
Thylacine (band);Rock music
Thyme (band);{Pop music|Rock music}
Thyresis;Melodic death metal
Thyrfing;Viking metal
Thys Nywerheid;{Alternative rock|Big beat}
Tiamat (band);{Death metal|Gothic rock|Doom metal|Gothic metal}
Tianshan Snow Lotus Group;NULL
Tiarah;Nu metal
Tiaraway;Pop music
Tic Tac Toe (band);{Pop music|Rap rock|Hip hop music}
Tick Tock (band);{Pop music|Rock music|Reggaeton|Balada_(genre)}
Tickertape Parade (band);{Pop music|Emo|Indie rock}
Tickle Me Pink;{Emo|Alternative rock}
Tidal Arms;{Psychedelic rock|Post-hardcore}
Tiddas (band);Folk music
Tides of Man;NULL
Tied & Tickled Trio;{Dub music|Electronic music|Jazz}
Tiefschwarz;{House music|Tech house|Electro (music)}
Tielman Brothers;Rock and roll
Tierra (band);NULL
Tierra Santa (band);{Heavy metal music|Power metal}
Tierramystica;{Folk metal|Power metal|Andean music}
Tiffany Affair;{Pop music|Contemporary R&B|Hip hop music}
Tiffany Shade;Psychedelic rock
Tiger & the Helix;{Rock music|Indie rock|Alternative rock}
Tiger (band);{Punk rock|Indie rock|Alternative rock}
Tiger Army;{Punk rock|Alternative rock|Psychobilly|Post-punk}
Tiger Bell;{Punk rock|Cheerleader_punk}
Tiger Lily (UK band);{Rock music|Glam rock|Art rock}
Tiger Lou;{Indie rock|Indie pop}
Tiger Moon (band);{Disco|Freestyle music}
Tiger Please;Alternative rock
Tiger Shadow;{Electronica|Alternative hip hop|Jazz}
Tiger Tunes;{Indie rock|Indie pop|Low fidelity}
Tigermilk (musical project);{Alternative rock|Experimental music}
Tigers Jaw;{Emo|Indie rock|Pop punk}
Tigerspring;NULL
Tigerstyle;Bhangra (music)
Tigertailz;Glam metal
Tight Fit;{Pop music|Dance music}
Tihuana;{Reggae|Ska|Hardcore punk|Alternative metal|Rap rock}
Tijuana Crime Scene;Indie rock
Tijuana No!;Ska
Tijuana Sweetheart;{Punk rock|Alternative rock|Riot grrrl}
Tika and The Dissidents;{Blues|Tango music|Jazz|Eclecticism|Waltz|Cross_genre|Collage_pop}
Tikkle Me;{Electropop|Indie pop}
Tiktak;{Pop music|Rock music}
Tilbury (band);NULL
Tilbury Band;Classical music
Tiles (Band);Progressive rock
Tiles (band);Progressive rock
Tilly and the Wall;{Indie rock|Indie pop}
Tilt (Polish punk band);Punk rock
Tilt (band);Punk rock
Tilt (producers);Trance music
Tim & Bob;{Rhythm and blues|Hip hop music}
Tim & Jean;{Synthpop|Indie pop}
Tim Be Told;{Pop music|Rock music|Rhythm and blues|Gospel music}
Tim Bendzko;Pop music
Tim McCoy and The Papercuts;NULL
Tim Neufeld (artist);{Folk music|Bluegrass music|Gospel music|Root}
NULL;{Country music|Rock music}
NULL;Country music
Timbalada;Axé (music)
Timbaland & Magoo;Hip hop music
Timber Timbre;{Blues|Folk music|Psychedelic folk|Freak folk|Southern Gothic}
Timbiriche;{Latin pop|Mexican pop music}
Timbuk3;{New wave music|Post-punk}
Time (rock band);{Rock music|Progressive rock}
Time Again;{Pop punk|Street punk}
Time Bandits (band);{New wave music|Synthpop|Post-disco}
Time Crash (band);{Geek rock|Time Lord rock}
Time Flies (band);{Hardcore punk|Melodic hardcore|Straight edge}
Time Is a Thief;{Rock music|Hard rock|Alternative rock}
Time Lapse Consortium;{Funk|Jazz|Psychedelic music}
Time Requiem;{Progressive metal|Power metal|Neoclassical metal}
Time UK (band);{New wave music|Alternative rock}
Time in Malta (band);{Rock music|Hardcore punk|Melodic hardcore}
Time to Fly (band);{Emo|Indie rock}
Timebox (band);Psychedelic pop
Timeflies;{Pop music|Indie pop|Hip hop music|Electronic music|Dance music}
Timeless Festival;{Rock music|Soul music|Electronica|Hip hop music|Dance music}
Timeless Miracle;Power metal
Timeline (band);Jazz
Times New Viking;{Noise pop|Low fidelity}
Times Two;Dance-rock
Times of Grace;{Heavy metal music|Post-rock|Metalcore}
Timescape Zero;{Hardcore punk|Metalcore}
Timex Social Club;{Soul music|New jack swing|Dance-pop|Contemporary R&B|Post-disco}
Timo Rautiainen & Trio Niskalaukaus;{Heavy metal music|Progressive metal|Hard rock}
Timoteij;{Europop|Worldbeat}
Timothy Chooi;NULL
Timothy Laszlo Sandor;{Folk music|Punk rock|Experimental music}
Tin Alley;{New wave music|Rock music|Alternative rock}
Tin Bird Choir;{Rock music|Americana (music)}
Tin Foil Phoenix;{Alternative rock|Post-grunge}
Tin Hat;Chamber music
Tin Machine;{Rock music|Hard rock}
Tin Pot Operation;{Punk rock|Indie rock}
Tin Sontsia;Folk metal
Tin Star (band);Electronica
Tin Star Orphans;{Indie rock|Alternative rock|Alternative country}
Tin Tin (band);{Psychedelic rock|Art rock|Blues rock|Pop rock|Psychedelic pop}
Tin Tin Out;{House music|Trip hop|Trance music|Electronica|Downtempo}
Tinariwen;{Blues|Folk music|Rock music|World music|Tichumaren}
Tinc (band);Rock music
Tinderbox (band);{Folk music|Acoustic music}
Tindersticks;{Indie rock|Indie pop|Baroque pop}
Tingstad and Rumbel;{New-age music|Chamber jazz}
Tinhorn;{Thrash metal|Metalcore|Groove metal}
Tinker (band);{Indie rock|Alternative rock}
Tinkerbells Fairydust;{Pop music|Psychedelic pop}
Tinpan Orange;{Roots revival|Independent music}
Tinted Windows (band);{Alternative rock|Power pop|Pop punk}
Tintern Abbey (band);Psychedelic rock
Tiny-G;K-pop
Tiny Animals;Alternative rock
Tiny Dancers;{Folk rock|Power pop|Indie pop}
Tiny Hawks;{Hardcore punk|Indie rock}
Tiny Hearts;{Trip hop|Trap music|Electronic music}
Tiny Masters of Today;{Punk rock|Indie rock}
Tiny Moving Parts;{Emo|Indie rock|Pop punk|Math rock|Post-hardcore}
Tiny Ruins;Indie folk
Tiny Town (band);NULL
Tinyfish;Progressive rock
Tip the Van;{Reggae|Ska punk}
Tipe-X;Ska
Tipica Tangarte;{Tango music|Argentine tango|Classical music}
Tiples de Santo Domingo;Choir
Tipsy (band);{Downtempo|Lounge music|Electronic music}
Tired Pony;{Alternative rock|Alternative country|Indie folk}
Tirez Tirez;{New wave music|Minimal music}
Tiris (band);{World music|Worldbeat|Desert Blues|Haul}
Tiro de gracia;Hip hop music
Tiromancino;{Folk music|Pop music|Electronica}
Titanium (band);{Dance-pop|Teen pop}
Titanix;Dansband
Titanmoon;Indie rock
Title Fight;{Punk rock|Hardcore punk|Emo|Post-hardcore|Melodic hardcore}
Title Tracks;{Rock music|Power pop|Independent music}
Tito & Tarantula;{Hard rock|Blues rock|Latin rock|Stoner rock|Chicano rock|Latin alternative}
Tits & Clits;{House music|Punk rock|Electro (music)|Electronic dance music}
Titus Andronicus (band);{Punk rock|Indie rock|Art punk}
Titãs;{New wave music|Alternative rock|Pop rock|Post-punk}
Tião Carreiro & Pardinho;{Música popular brasileira|Música_Caipira}
Tjintu Desert Band;NULL
Tlot Tlot;{Indie rock|Alternative rock|Pop rock|Post-punk}
To-Mera;{Progressive metal|Gothic metal}
To/Die/For;Gothic metal
ToTheBones;Alternative rock
To Be Continued Brass Band;{Funk|Brass|Jazz}
To Kill a King (band);{Rock music|Folk rock}
To Kill the King (band);Melodic hardcore
To Live and Shave in L.A.;{Noise rock|Experimental rock}
To My Boy;{Power pop|Electropop|Electronic music}
To My Surprise;{Indie rock|Alternative rock|Experimental rock}
To Rococo Rot;{Post-rock|Intelligent dance music|Techno}
To Separate the Flesh from the Bones;{Death metal|Grindcore}
To Speak of Wolves;{Metalcore|Post-hardcore}
To the Wind;{Hardcore punk|Melodic hardcore}
Toad (band);{Heavy metal music|Psychedelic rock|Hard rock|Acid rock|Blues rock|Funk rock}
Toad the Wet Sprocket;Alternative rock
Toadies;{Grunge|Alternative rock}
Toasted Heretic;Alternative rock
Tobacco Rd Band;Country music
Tobruk (band);{Rock music|Hard rock}
Tocotronic;Indie rock
Today (group);{Gospel music|New jack swing|Contemporary R&B}
Today Is the Day;{Noise rock|Avant-garde metal}
Todo Mundo (band);World music
Todomondo;NULL
Todos Tus Muertos;{Punk rock|Alternative rock|Ska punk|Reggae fusion|Post-punk}
Todosantos;{Music of Latin America|Electronic music|Independent music}
Toe (band);{Post-rock|Indie rock|Instrumental rock|Alternative rock|Jazz fusion|Math rock}
Toe Fat;{Psychedelic rock|Hard rock}
Toe Jam Puppet Band;Children's music
Toe Tag (American band);{Hardcore punk|Thrash metal|Metalcore}
Toe Tag (Estonian band);Hip hop music
Toe to Toe;{Soul music|Hardcore punk}
Tofa'ah;{Blues|Folk music|Jewish rock music|Jazz}
Together (British band);{Breakbeat|Electronica|Acid house}
Together (French band);House music
Together PANGEA;NULL
Togeworl;{Folk rock|K-pop}
Toheart (band);{Synthpop|K-pop}
Toilet Böys;{Punk rock|Glam rock|Hard rock}
Toiling Midgets;{Post-rock|Instrumental rock|Post-punk}
Tokio (band);{Power pop|Pop rock}
Tokio Hotel;{Alternative rock|Pop rock}
Tokolosh (band);Contemporary Christian music
Tokyo Blade;Heavy metal music
Tokyo Dagekidan;NULL
Tokyo Dragons;Hard rock
Tokyo Ghetto Pussy;{Trance music|Rave music|Eurodance|Vocal trance}
Tokyo Girls' Style;J-pop
Tokyo Jihen;{Pop music|Rock music}
Tokyo Kosei Wind Orchestra;{Pop music|Jazz|Film score|Contemporary classical music|Classical music}
Tokyo Performance Doll;J-pop
Tokyo Police Club;{Indie rock|Alternative rock|Post-punk revival}
Tokyo Rose (band);{Rock music|Post-hardcore}
Tokyo Shōnen;{New wave music|Pop rock}
Tokyo Ska Paradise Orchestra;{Ska|Jazz}
Tokyo Square;Pop music
Tokyo Yankees;{Heavy metal music|Speed metal|Hardcore punk}
Toledo Jazz Orchestra;NULL
Toledo Symphony Orchestra;Classical music
Tolmachevy Sisters;Pop music
Tom Colontonio;{House music|Progressive house}
Tom Fuller Band;{Indie rock|Classic rock}
Tom Fun Orchestra;Indie rock
Tom Gurl Four;Contemporary R&B
Tom Hingley and the Lovers;{Punk rock|Independent music}
Tom Petty and the Heartbreakers;{Rock music|Hard rock|Blues rock|Heartland rock}
Tom Racer;{Punk rock|Pop music|Rock music}
Tom Robinson Band;{New wave music|Punk rock}
Tom Shaner;{Indie rock|Folk rock}
Tom Snare;{House music|Trance music|Eurodance|French house|Electronic music|Dance music}
Tom Tom Club;{New wave music|Synthpop|Alternative rock|Dance-rock|Dance music}
Tom Trick;NULL
Tom Williams & The Boat;{Indie rock|Anti-folk}
Tom and Doug;{Blues|Country music|Folk music|Heavy metal music|House music|Punk rock|Rock music|Reggae|Ragtime|Samba|Polka|Calypso music|Bossa nova|Cajun music|New-age music|Hip hop music|Jazz|Satire|Christmas music|Tribute act|Children's music|Classical music|Comedy|Show tune}
Tomahawk (band);{Hard rock|Alternative rock|Alternative metal|Experimental rock|Indigenous music of North America}
Tomahawks For Targets;Alternative rock
Tomandandy;{Trance music|Soundtrack|Film score}
Tombs (band);{Avant-garde metal|Post-metal}
Tomi Sovilj i Njegove Siluete;{Rock and roll|Beat music}
Tommi (band);{Pop music|Hip hop music}
Tommy & The High Pilots;{Pop music|Rock music|Alternative rock}
Tommy & the Tom Toms;{Rock and roll|Rhythm and blues|Rockabilly}
Tommy Angels;J-pop
Tommy Ill;{Hip hop music|Independent music}
Tommy James and the Shondells;{Rock and roll|Pop rock|Psychedelic pop}
Tommy Turbo & The Turbervilles;{Soul music|Indie rock}
Tommy Tutone;{Rock music|Power pop}
Tommys;Dansband
Tomorrow's Child;{Heavy metal music|Progressive rock|Hard rock|Glam metal}
Tomorrow's Eve (band);Progressive metal
Tomorrow (band);{Psychedelic rock|Psychedelic pop|Freakbeat}
Tomorrows Bad Seeds;Reggae rock
Tompall & the Glaser Brothers;Country music
Tompaulin;Indie pop
Tomte (band);Indie rock
Ton Steine Scherben;{Blues|Psychedelic rock|Progressive rock|Anarcho-punk|Folk rock|Proto-punk|German rock}
Toncho Pilatos;Hard rock
Tone Dogs;{Art rock|Rock in Opposition}
Tone Mason;Hip hop music
Tones on Tail;{Gothic rock|Post-punk}
Toni Collette & the Finish;NULL
Toni Storaro;{Pop music|Grucka_music|Nashata_Firma_e_nomer_edno}
Tonic (band);{Alternative rock|Post-grunge}
Tonic Breed;{Heavy metal music|Thrash metal|Groove metal}
Tonico & Tinoco;Música sertaneja
Tonight Alive;{Emo|Alternative rock|Power pop|Pop punk|Pop rock}
Tonite Only;Electronic music
Tons of Fun University;Spoken word
Tonto's Expanding Head Band;Electronic music
Tonto and the Renegades;Garage rock
Tony! Toni! Toné!;{Soul music|Neo soul|New jack swing|Contemporary R&B}
Tony Caro and John;{Folk rock|Electric folk|Psychedelic folk}
Tony Orlando and Dawn;Pop music
Tony Servi & Corina;NULL
TooManyLeftHands;NULL
Too Much Joy;Alternative rock
Too Much Texas;{Rock music|Independent music}
Too Much Trouble;{Gangsta rap|Southern hip hop|Hip hop music}
Too Phat;Hip hop music
Too Rude;{Punk rock|Reggae|2 Tone (music genre)|Reggae rock}
Too Slim and the Taildraggers;Blues rock
Tool (band);{Art rock|Progressive rock|Progressive metal|Alternative metal}
Toots and the Maytals;{Reggae|Ska|Rocksteady}
Top Buzz;{House music|Breakbeat hardcore|Rave music}
Top Cats;Rockabilly
Top Combine;{Dance-pop|Mandopop}
Top Junk;{Alternative rock|Pinoy rock}
Top Less Gay Love Tekno Party;NULL
Top of the Pops (record series);Pop music
Topatangi;{Country music|Folk music|World music|Ranchera|Pop rock}
Topi Drama;Rock music
Toploader;{Alternative rock|Post-Britpop}
Topo & Roby;Italo disco
Topp Dogg;K-pop
Topp Twins;{Country music|Folk music|Yodeling|Comedy}
Tops In Blue;NULL
Toque Profundo;{Punk rock|Alternative rock|Rock en español}
Tora (Band);{Electronica|Chillwave}
Tora Tora;{Heavy metal music|Hard rock|Glam metal}
Torabyeh;Hip hop music
Toraji Haiji;Pop music
Torch (band);Hardcore punk
Torche (band);{Sludge metal|Stoner rock}
Torfrock;Rock music
Torgny Melins;Dansband
Tori Ensemble;{Jazz|Contemporary classical music|Music of Korea}
Torment (band);Black metal
Tormentor;Black metal
Tormé;{Hard rock|Glam metal|Glam punk}
Torn (band);{Hardcore punk|Metalcore|Christian hardcore}
Torngat;Instrumental rock
Toronto (band);{Rock music|Hard rock}
Toronto Tabla Ensemble;{World music|Hindustani classical music}
Torpedo boyz;{Electronica|Funky_Club_Music}
Tortilla Army;{Heavy metal music|Progressive rock|Grunge}
Tortoise (band);{Post-rock|Electronica|Instrumental rock|Jazz fusion|Minimal music|Experimental rock}
Torture Killer;Death metal
Torture Squad;{Death metal|Thrash metal}
Tortured Soul (band);{Electronica|Jazz fusion|Nu jazz|Garage music (US garage)|Classic_disco}
Torturer (band);{Death metal|Thrash metal}
Tosca (band);{Downtempo|Electronic music}
Tosca Tango Orchestra;{Classical music|Nuevo tango}
Toshiko Akiyoshi – Lew Tabackin Big Band;{Bebop|Big band|Jazz}
Total (group);Rhythm and blues
Total Chaos;{Punk rock|Hardcore punk|Street punk}
Total Control (band);{New wave music|Indie rock|Garage rock|Post-punk}
Total Eclipse (American band);Heavy metal music
Total Eclipse (band);{Ambient music|Psychedelic trance}
Total Slacker;{Psychedelic rock|Garage rock}
Totally Gourdgeous;NULL
Totally Insane;Hip hop music
Totally Unicorn;{Metalcore|Post-hardcore|Mathcore}
Totimoshi;{Punk rock|Alternative rock|Alternative metal}
Toto (band);Soft rock
Touch and Go (band);Jazz fusion
Touch and Nato;Canadian hip hop
Touch of Class (band);{Rhythm and blues|Soul music}
Touchstone (US-Irish band);Folk music of Ireland
Touchstone (band);{Progressive rock|Progressive metal}
Touché (band);Pop music
Touché Amoré;{Hardcore punk|Emo|Screamo|Post-hardcore|Melodic hardcore}
Tourbillon (band);{Alternative rock|Pop rock}
Tourettes (band);Heavy metal music
Tourmaline (band);{Rock music|Rock_&_Roll_Indie_Alternative}
Tourniquet (band);{Death metal|Speed metal|Progressive metal|Thrash metal|Power metal|Christian metal|Neoclassical metal}
NULL;Schlager music
Tower of Power;{Funk|Rhythm and blues|Soul music|Jazz-funk|Jazz}
Towering Inferno (band);{Industrial music|Electronic music|20th-century classical music|Experimental music}
Towers of London;{Hard rock|Pop rock|Glam punk}
Town & Country (band);NULL
Towncrier;{Rock music|Indie rock|Alternative rock}
Townline;Rock and roll
Toxic Holocaust;{Black metal|Speed metal|Thrash metal|Crossover thrash}
Toxic Narcotic;Crust punk
Toxic Reasons;{Punk rock|Hardcore punk}
Toxic Waste (band);{Punk rock|Anarcho-punk}
Toxik;{Speed metal|Progressive metal|Thrash metal}
Toxique;{Pop music|Electronic music}
Toy-Box;{Pop music|Eurodance|Bubblegum dance}
Toy (Norwegian band);Electropop
Toy (band);{Psychedelic rock|Indie rock|Shoegazing}
Toy (music group);{Electronica|K-pop}
Toy Dolls;{New wave music|Punk rock|Punk pathetique|Oi!}
Toy Love;{New wave music|Punk rock|Alternative rock}
Toy Soldiers (band);americana
Toy Subs;{Indie rock|Alternative rock|Pop rock}
Toyah (band);{New wave music|Punk rock|Rock music|Gothic rock}
Toyboize;NULL
Toychestra;Experimental music
Toyen (band);NULL
Toys That Kill;Punk rock
Trabant (band);{Pop music|Rock music|Electro (music)}
Tracedawn;Melodic death metal
Tracer AMC;Post-rock
Tracey K;{House music|Deep house}
Trachtenburg Family Slideshow Players;Anti-folk
TrackSlayerz;{Pop music|Contemporary R&B|Hip hop music}
Tracker (band);Indie rock
Tracklacers;{Pop music|Rock music|Electronic dance music}
Trackmasters;{Hip hop soul|Contemporary R&B|Hip hop music}
Trackshittaz;Hip hop music
Tracktor Bowling;{Nu metal|Alternative metal}
Tracteur Jack;{French pop music|Spaghetti_Rock}
Trademark (band);{Synthpop|Electropop}
Trademark (group);{Pop music|Rock music|Dance music|Adult contemporary music}
Trader-Price;Country music
Trader Horne (band);{Folk music|Electric folk}
Tradition (band);Reggae
Traffic (Estonian band);{Bluegrass music|Pop rock|Indie folk}
Traffic (band);{Psychedelic rock|Progressive rock|Folk rock|Jazz fusion|Jam band}
